Date;Prec;Temp;IRA;IRI;Q;Flow
2011-09-28;0.0;19.28;0.0;0.0;0.5653406077138744;5.5956
2011-09-29;0.0;24.56;0.0;0.0;0.5301507918466318;5.2473
2011-09-30;0.0;19.88;0.0;0.0;0.4957288272587205;4.9066
2011-10-01;47.9;18.32;0.0;0.0;2.7198100578414293;26.92
2011-10-02;2.45;18.84;0.0;0.0;3.3025081457907097;32.6874
2011-10-03;0.0;14.52;0.0;0.0;2.355383799348337;23.313
2011-10-04;0.0;15.12;0.0;0.0;1.5347629511757723;15.1907
2011-10-05;0.0;18.6;0.0;0.0;1.2457881841832743;12.3305
2011-10-06;0.0;20.8;0.0;0.0;0.956581041145715;9.468
2011-10-07;0.0;23.0;0.0;0.0;0.7523326008436261;7.4464
2011-10-08;13.35;19.88;0.0;0.0;0.7523326008436261;7.4464
2011-10-09;1.7;22.48;0.0;0.0;0.7135055947058675;7.0621
2011-10-10;1.6;18.64;0.0;0.0;0.6943497259478164;6.8725
2011-10-11;0.0;19.4;0.0;0.0;0.6012780682478341;5.9513
2011-10-12;0.0;18.12;0.0;0.0;0.5653406077138744;5.5956
2011-10-13;17.349999999999998;20.2;0.0;0.0;0.5301507918466318;5.2473
2011-10-14;1.0500000000000007;18.68;0.0;0.0;0.4957288272587205;4.9066
2011-10-15;0.0;18.44;0.0;0.0;0.4621050238690612;4.5738
2011-10-16;0.0;18.76;0.0;0.0;0.429279381677654;4.2489
2011-10-17;0.0;19.88;0.0;0.0;0.39729231390972697;3.9323
2011-10-18;0.0;18.84;0.0;0.0;0.6943497259478164;6.8725
2011-10-19;0.0;18.76;0.0;0.0;0.6012780682478341;5.9513
2011-10-20;0.0;18.4;0.0;0.0;0.4621050238690612;4.5738
2011-10-21;0.0;22.12;0.0;0.0;0.39729231390972697;3.9323
2011-10-22;0.0;24.84;0.0;0.0;0.32106286782349525;3.1778
2011-10-23;0.0;25.04;0.0;0.0;0.23849864868278145;2.3606
2011-10-24;2.15;19.0;0.0;0.0;0.18274860448081634;1.8088
2011-10-25;56.0;18.32;0.0;0.0;3.03239625167336;30.0139
2011-10-26;57.7;16.56;0.0;0.0;19.47008158419843;192.71
2011-10-27;0.15000000000000036;16.56;0.0;0.0;8.431987067767928;83.4577
2011-10-28;0.0;18.92;0.0;0.0;4.12371498572908;40.8155
2011-10-29;0.0;17.6;0.0;0.0;2.7368442322750117;27.0886
2011-10-30;0.6;17.48;0.0;0.0;1.9235482811750144;19.0388
2011-10-31;0.0;16.64;0.0;0.0;1.3161172993862242;13.0266
2011-11-01;0.0;17.44;0.0;0.0;1.064757141774646;10.5387
2011-11-02;0.0;19.56;0.0;0.0;0.9993786466621202;9.8916
2011-11-03;0.0;20.16;0.0;0.0;0.9144199439266502;9.0507
2011-11-04;0.0;23.2;0.0;0.0;0.7720037382233336;7.6411
2011-11-05;0.0;23.76;0.0;0.0;0.6565835669722918;6.4987
2011-11-06;1.15;25.52;0.0;0.0;0.5301507918466318;5.2473
2011-11-07;0.0;21.16;0.0;0.0;0.4621050238690612;4.5738
2011-11-08;0.0;23.48;0.0;0.0;0.39729231390972697;3.9323
2011-11-09;0.0;26.24;0.0;0.0;0.36614382056528;3.624
2011-11-10;2.1;21.88;0.0;0.0;0.3358642115632341;3.3243
2011-11-11;4.7;19.88;0.0;0.0;0.3064837968225101;3.0335
2011-11-12;0.0;19.96;0.0;0.0;0.27802278295572225;2.7518
2011-11-13;0.0;20.2;0.0;0.0;0.263585158243035;2.6089
2011-11-14;0.0;19.8;0.0;0.0;0.2508347856836149;2.4827
2011-11-15;0.0;19.52;0.0;0.0;0.2265666439342275;2.2425
2011-11-16;7.25;20.48;0.0;0.0;0.21502866813164606;2.1283
2011-11-17;0.0;21.48;0.0;0.0;0.2038847212750373;2.018
2011-11-18;0.0;22.48;0.0;0.0;0.18274860448081634;1.8088
2011-11-19;0.0;24.08;0.0;0.0;0.15382283852390696;1.5225
2011-11-20;0.0;23.4;0.0;0.0;0.1280695107473921;1.2676
2011-11-21;0.15;20.2;0.0;0.0;0.11258114217877804;1.1143
2011-11-22;18.05;21.76;0.0;0.0;0.18274860448081634;1.8088
2011-11-23;6.1;20.44;0.0;0.0;0.2508347856836149;2.4827
2011-11-24;0.0;21.08;0.0;0.0;0.23849864868278145;2.3606
2011-11-25;0.0;23.0;0.0;0.0;0.18274860448081634;1.8088
2011-11-26;0.0;24.56;0.0;0.0;0.1363138086938951;1.3492
2011-11-27;0.0;26.04;0.0;0.0;0.12015862190901973;1.1893
2011-11-28;0.0;28.08;0.0;0.0;0.11258114217877804;1.1143
2011-11-29;3.25;27.24;0.0;0.0;0.08539314490667071;0.8452
2011-11-30;0.0;24.0;0.0;0.0;0.08539314490667071;0.8452
2011-12-01;1.2;17.16;0.0;0.0;0.0735924831401076;0.7284
